COSEWIC Designated Unit,Status,Trend,Median percent change (last 3 generations),Median percent change (historic),Generation length
Interior Fraser – Mid/Upper Fraser population,Threatened,Declining,Not estimated,+119% estimated based on last 10 years of escapement data-21% estimated based on entire escapement time series,3 years

